Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Middle age,Technician,Divorced,Professional,0,1,telephone,may,206,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,164,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,1,0,telephone,may,98,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Married,Professional,0,0,telephone,may,446,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Divorced,High School,0,1,telephone,may,742,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,120,258.2850101971448,2,no,0,0,0
Young age,Services,Divorced,High School,0,0,telephone,may,122,258.2850101971448,3,no,0,0,0
Middle age,Unknown,Married,Unknown,0,0,telephone,may,362,258.2850101971448,4,no,0,0,0
Middle age,Services,Single,High School,0,0,telephone,may,357,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Divorced,High School,0,1,telephone,may,200,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Professional,0,0,telephone,may,107,258.2850101971448,2,no,0,0,0
Middle age,Unknown,Married,Unknown,1,0,telephone,may,267,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,1,0,telephone,may,248,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Primary,1,0,telephone,may,215,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,telephone,may,209,258.2850101971448,2,no,0,0,0
Old age,Housemaid,Divorced,Primary,1,1,telephone,may,205,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,261,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,83,258.2850101971448,2,no,0,0,0
Middle age,Management,Divorced,Professional,1,0,telephone,may,106,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,Professional,0,0,telephone,may,106,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,108,258.2850101971448,2,no,0,0,0
Old age,Blue-Collar,Married,Professional,1,0,telephone,may,214,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,358,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Primary,0,0,telephone,may,453,258.2850101971448,2,no,0,0,0
Young age,Admin.,Divorced,High School,0,0,telephone,may,364,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,telephone,may,136,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,173,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,241,258.2850101971448,2,no,0,0,0
Middle age,Management,Single,Primary,1,0,telephone,may,224,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Primary,1,1,telephone,may,148,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Unknown,0,0,telephone,may,230,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,Primary,0,0,telephone,may,199,258.2850101971448,3,no,0,0,0
Middle age,Technician,Married,Professional,1,1,telephone,may,196,258.2850101971448,2,no,0,0,0
Middle age,Housemaid,Single,Professional,0,0,telephone,may,111,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Professional,1,0,telephone,may,231,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,316,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,240,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,669,258.2850101971448,3,no,0,0,0
Young age,Services,Single,High School,1,0,telephone,may,425,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,121,258.2850101971448,2,no,0,0,0
Young age,Management,Married,High School,1,0,telephone,may,174,258.2850101971448,5,no,0,0,0
Middle age,Self-Employed,Single,Professional,0,1,telephone,may,88,258.2850101971448,5,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,313,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Married,High School,1,0,telephone,may,135,258.2850101971448,4,no,0,0,0
Middle age,Technician,Single,Professional,1,0,telephone,may,152,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,High School,1,1,telephone,may,402,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,221,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,may,213,258.2850101971448,2,no,0,0,0
Old age,Management,Married,Professional,1,0,telephone,may,144,258.2850101971448,3,no,0,0,0
Young age,Services,Single,High School,1,0,telephone,may,158,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Primary,0,0,telephone,may,220,258.2850101971448,3,no,0,0,0
Old age,Unknown,Married,Unknown,1,0,telephone,may,325,258.2850101971448,2,no,0,0,0
Old age,Blue-Collar,Divorced,Primary,1,0,telephone,may,254,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,High School,1,0,telephone,may,503,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,Professional,0,0,telephone,may,680,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,0,telephone,may,421,258.2850101971448,4,no,0,0,0
Young age,Entrepreneur,Married,Professional,1,0,telephone,may,130,258.2850101971448,3,no,0,0,0
Old age,Blue-Collar,Married,Primary,0,0,telephone,may,164,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,174,258.2850101971448,3,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,113,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,may,195,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,347,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,208,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Single,Professional,0,0,telephone,may,404,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Single,High School,0,0,telephone,may,396,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,98,258.2850101971448,2,no,0,0,0
Young age,Services,Married,Primary,0,0,telephone,may,229,258.2850101971448,3,no,0,0,0
Old age,Entrepreneur,Married,Primary,1,0,telephone,may,350,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Divorced,High School,0,0,telephone,may,88,258.2850101971448,3,no,0,0,0
Old age,Management,Married,Professional,1,0,telephone,may,379,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,High School,1,0,telephone,may,168,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,190,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,158,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,210,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,High School,1,0,telephone,may,102,258.2850101971448,1,no,0,0,0
Old age,Admin.,Divorced,Primary,0,0,telephone,may,306,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,64,258.2850101971448,1,no,0,0,0
Old age,Management,Divorced,High School,0,0,telephone,may,218,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,77,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,54,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,telephone,may,344,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,may,195,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,telephone,may,202,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,telephone,may,286,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Primary,1,0,telephone,may,278,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,telephone,may,189,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Primary,0,0,telephone,may,83,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,1,telephone,may,18,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Unknown,0,0,telephone,may,184,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,Primary,1,0,telephone,may,235,258.2850101971448,1,no,0,0,0
Young age,Management,Single,Professional,0,0,telephone,may,290,258.2850101971448,1,no,0,0,0
Young age,Student,Single,Unknown,0,0,telephone,may,133,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Primary,1,1,telephone,may,318,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Primary,1,1,telephone,may,437,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Professional,0,0,telephone,may,402,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,1,1,telephone,may,501,258.2850101971448,4,no,0,0,0
Young age,Unknown,Single,Unknown,1,1,telephone,may,1201,258.2850101971448,1,yes,1,0,1
Middle age,Services,Married,High School,1,0,telephone,may,1030,258.2850101971448,1,yes,1,0,1
Old age,Retired,Unknown,Professional,0,0,telephone,may,253,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,High School,0,0,telephone,may,149,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,telephone,may,144,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,69,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Primary,0,0,telephone,may,243,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,769,258.2850101971448,2,no,0,0,0
Old age,Services,Married,High School,0,0,telephone,may,135,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,0,telephone,may,231,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Professional,1,1,telephone,may,442,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,199,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,High School,0,0,telephone,may,455,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,1,telephone,may,152,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,High School,1,0,telephone,may,124,258.2850101971448,1,no,0,0,0
Middle age,Unemployed,Married,Professional,1,0,telephone,may,424,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,43,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,telephone,may,154,258.2850101971448,1,no,0,0,0
Middle age,Services,Divorced,Primary,0,0,telephone,may,393,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,0,telephone,may,203,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,0,1,telephone,may,140,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,326,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,483,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Primary,0,1,telephone,may,259,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,227,258.2850101971448,1,no,0,0,0
Old age,Retired,Unknown,Primary,0,0,telephone,may,673,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,0,telephone,may,576,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,telephone,may,180,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Single,Primary,1,1,telephone,may,90,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,505,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,0,telephone,may,245,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Professional,1,0,telephone,may,186,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Primary,1,0,telephone,may,208,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,0,0,telephone,may,623,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,180,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,may,496,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,118,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,102,258.2850101971448,2,no,0,0,0
Old age,Management,Married,Primary,0,0,telephone,may,342,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,225,258.2850101971448,1,no,0,0,0
Middle age,Unknown,Married,Unknown,1,0,telephone,may,185,258.2850101971448,3,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,276,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Divorced,Professional,0,0,telephone,may,87,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Primary,0,0,telephone,may,744,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Single,Professional,1,0,telephone,may,262,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Professional,1,1,telephone,may,271,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,Unknown,0,0,telephone,may,141,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,198,258.2850101971448,2,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,telephone,may,150,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Professional,0,0,telephone,may,241,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,0,telephone,may,196,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,1,0,telephone,may,149,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,1,telephone,may,264,258.2850101971448,1,no,0,0,0
Young age,Housemaid,Married,Professional,0,0,telephone,may,246,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,0,telephone,may,309,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,140,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Primary,0,0,telephone,may,175,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,telephone,may,136,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,1623,258.2850101971448,1,yes,1,0,1
Old age,Technician,Married,Primary,0,1,telephone,may,50,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,Primary,0,0,telephone,may,101,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,144,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,Primary,0,0,telephone,may,238,258.2850101971448,1,no,0,0,0
Young age,Student,Single,Primary,1,0,telephone,may,354,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Professional,0,0,telephone,may,451,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,159,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,170,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,243,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,141,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Single,Primary,1,0,telephone,may,112,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,0,0,telephone,may,262,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,53,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Primary,0,0,telephone,may,134,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,High School,0,0,telephone,may,204,258.2850101971448,4,no,0,0,0
Middle age,Self-Employed,Married,Professional,1,0,telephone,may,678,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,may,182,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,162,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,1,telephone,may,177,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,0,0,telephone,may,27,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Professional,1,0,telephone,may,699,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Primary,1,0,telephone,may,358,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,may,1677,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Single,Professional,1,1,telephone,may,529,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,310,258.2850101971448,1,no,0,0,0
Young age,Admin.,Divorced,High School,0,0,telephone,may,47,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,telephone,may,379,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Divorced,Primary,0,0,telephone,may,30,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,472,258.2850101971448,1,no,0,0,0
Old age,Unknown,Married,Unknown,0,0,telephone,may,113,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,114,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Professional,0,0,telephone,may,116,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,0,0,telephone,may,448,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,High School,0,1,telephone,may,264,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,169,258.2850101971448,1,no,0,0,0
Middle age,Retired,Married,Primary,0,0,telephone,may,145,258.2850101971448,1,no,0,0,0
Middle age,Unknown,Married,Unknown,1,0,telephone,may,288,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,1,1,telephone,may,381,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,1,telephone,may,176,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,0,telephone,may,215,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,1,0,telephone,may,278,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Professional,0,0,telephone,may,188,258.2850101971448,2,no,0,0,0
Old age,Technician,Married,Unknown,1,0,telephone,may,174,258.2850101971448,2,no,0,0,0
Young age,Technician,Married,Professional,1,0,telephone,may,226,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Married,Primary,0,0,telephone,may,111,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,Primary,0,0,telephone,may,157,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,46,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,1,telephone,may,49,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,1,telephone,may,374,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,349,258.2850101971448,1,no,0,0,0
Young age,Admin.,Divorced,Professional,1,0,telephone,may,325,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,233,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Primary,1,0,telephone,may,531,258.2850101971448,1,no,0,0,0
